Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Storlek,Antal fragment,plats_latitude,plats_longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Historisk plats_translated,Omnämns i katalog_translated,Förvärvsmetod_translated,Fyndplats_translated,Arkeologisk kontext_translated,Kontextnamn_translated,Undersökare_translated,Undersökningsår_translated,Storlek_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Tveeggat svärd,602438_HST,12300.0,FID: 602438,Järn,Kvalsta,L2004:3094,Berg socken,Västmanland,Sverige,,,Historiska museet,Tveeggat svärd - 215,https://samlingar.shm.se/object/DB118F6F-DD05-4C94-AC41-6F5F381218CD,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,602438_HST,,12300.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12300,,1904.0,"Plats: Kvalsta, Fornlämning: L2004:3094, Socken: Berg socken, Kommun: Hallstahammar kommun, Landskap: Västmanland, Land: Sverige",,,,,,1.0,59.5889716,16.1725517,46.3144754,11.0480288,Double-edged sword,602438_HST,FID: 602438,Iron,Mites,L2004:3094,Mountain parish,Västmanland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,602438_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12300,,"Place: Kvalsta, Archaeological site: L2004:3094, Parish: Berg parish, Municipality: Hallstahammar municipality, Landscape: Västmanland, Country: Sweden",,,,,,800,1100,,,,,,
Svärd Petersen U,603126_HST,9170.0,Undernummer: 1217,Brons,Stångebro,,Linköping socken,Östergötland,Sverige,,,Historiska museet,Svärd Petersen U - 216,https://samlingar.shm.se/object/B4E3235E-F682-46E9-95DC-3B39D6F767F7,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,603126_HST,,9170.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9170,,1893.0,"Plats: Stångebro, Socken: Linköping socken, Kommun: Linköping kommun, Landskap: Östergötland, Land: Sverige",,,,,,1.0,58.4164935,15.63154,46.3144754,11.0480288,Svard Petersen U,603126_HST,Subnumber: 1217,Bronze,Stångebro,,Linköping parish,Östergötland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,603126_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9170,,"Place: Stångebro, Parish: Linköping parish, Municipality: Linköping municipality, Landscape: Östergötland, Country: Sweden",,,,,,800,1100,,,,,,
Tveeggat svärd,603118_HST,9170.0,Undernummer: 1322,"Järn, Cu-legering",Aspegården,,Herrberga socken,Östergötland,Sverige,,,Historiska museet,Tveeggat svärd - 217,https://samlingar.shm.se/object/03AD38DD-B464-4B1F-A3BD-68F870765E4C,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,603118_HST,,9170.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9170,,1893.0,"Plats: Aspegården, Socken: Herrberga socken, Kommun: Mjölby kommun, Landskap: Östergötland, Land: Sverige",,,,,,1.0,59.1406784,16.1184169,46.3144754,11.0480288,Double-edged sword,603118_HST,Subnumber: 1322,"Iron, Cu alloy",The aspen garden,,Herrberga parish,Östergötland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,603118_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=9170,,"Place: Aspegården, Parish: Herrberga parish, Municipality: Mjölby municipality, Landscape: Östergötland, Country: Sweden",,,,,,800,1100,,,,,,
Svärd Petersen N,603120_HST,17002.0,Undernummer: 1,Järn,Vrena gård,,Vrena socken,Södermanland,Sverige,,,Historiska museet,Svärd Petersen N - 218,https://samlingar.shm.se/object/6EA61D33-B995-4AFE-A0F2-575D8E55FE35,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,603120_HST,,17002.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17002,,1922.0,"Plats: Vrena gård, Socken: Vrena socken, Kommun: Nyköping kommun, Landskap: Södermanland, Land: Sverige",,,,,,1.0,,,46.3144754,11.0480288,Svard Petersen N,603120_HST,Subnumber: 1,Iron,Vrena farm,,Vrena parish,Södermanland,Sweden,,,Weapons and armor Archaeological collection,800 – 1100,Viking age,603120_HST,,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17002,,"Place: Vrena farm, Parish: Vrena parish, Municipality: Nyköping municipality, Landscape: Södermanland, Country: Sweden",,,,,,800,1100,,,,,,
Spjut,548369_HST,34000.0,Undernummer: Bj 1069,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1069,Historiska museet,Spjut - 219,https://samlingar.shm.se/object/BEBF9053-C6C0-45F3-B7B3-74052FFDDFF5,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,548369_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 1069",Bj 1069,"Stolpe, Hjalmar",1881,,,,,,,Spear,548369_HST,Subnumber: Bj 1069,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Skelettgrav,1069,Weapons and armor Archaeological collection,800 – 1100,Viking age,548369_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Skeleton Grave, Tomb, Mound: 1069",Bj 1069,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Pilspets,622070_HST,34000.0,Undernummer: Bj 1058,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1058,Historiska museet,Pilspets - 220,https://samlingar.shm.se/object/839CFCA4-4FC0-44E9-ACFF-FDE63F87C421,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,622070_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1058",Bj 1058,"Stolpe, Hjalmar",1881,,1.0,,,,,Pilspets,622070_HST,Subnumber: Bj 1058,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,1058,Weapons and armor Archaeological collection,800 – 1100,Viking age,622070_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 1058",Bj 1058,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Pilspets,622099_HST,34000.0,Undernummer: Bj 979,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,979,Historiska museet,Pilspets - 221,https://samlingar.shm.se/object/28F35A80-80B4-4228-AF54-B42E23A920E3,Vapen och rustningar  Arkeologisk samling,17.0,800 – 1100,Vikingatid,622099_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 979",Bj 979,"Stolpe, Hjalmar",1881,,17.0,,,,,Pilspets,622099_HST,Subnumber: Bj 979,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Skelettgrav,979,Weapons and armor Archaeological collection,800 – 1100,Viking age,622099_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Skeleton Grave, Grave, Mound: 979",Bj 979,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
surrning,622149_HST,34000.0,Undernummer: Bj 1035,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1035,Historiska museet,surrning - 222,https://samlingar.shm.se/object/EDB8C571-B95A-4962-A20D-F5F5751CF525,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,622149_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1035",Bj 1035,"Stolpe, Hjalmar",1881,,3.0,,,,,surrning,622149_HST,Subnumber: Bj 1035,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Brandgrav,1035,Weapons and armor Archaeological collection,800 – 1100,Viking age,622149_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Fire Pit, Grave, Mound: 1035",Bj 1035,"Stolpe, Hjalmar",1881,,800,1100,,,,,,1881.0
Rundsköld,566283_HST,34000.0,Undernummer: Bj 798,"Järn, Organiskt material","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,798,Historiska museet,Rundsköld - 223,https://samlingar.shm.se/object/5385785D-AA32-49BB-9BCB-E66E5472F5D9,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,566283_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 798",Bj 798,"Stolpe, Hjalmar",1879,,36.0,,,,,Round shield,566283_HST,Subnumber: Bj 798,"Iron, Organic material","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,798,Weapons and armor Archaeological collection,800 – 1100,Viking age,566283_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 798",Bj 798,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Yxa,574980_HST,34000.0,Undernummer: Bj 865,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,865,Historiska museet,Yxa - 224,https://samlingar.shm.se/object/A4269903-221D-4B2C-BC85-62A20FC08BC5,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,1.0,800 – 1100,Vikingatid,574980_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Kistgrav: 865",Bj 865,"Stolpe, Hjalmar",,,,,,,,Axe,574980_HST,Subnumber: Bj 865,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Skelettgrav,865,Weapons and armor Crafts and tools Archaeological collection,800 – 1100,Viking age,574980_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Skeleton grave, Grave, Coffin grave: 865",Bj 865,"Stolpe, Hjalmar",,,800,1100,,,,,,
Spjut,575136_HST,34000.0,Undernummer: Bj 116,"Järn, Trä, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,116,Historiska museet,Spjut - 225,https://samlingar.shm.se/object/B1505AB2-2E2B-40B1-8D41-348CB6E1649A,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,575136_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 116",Bj 116,"Stolpe, Hjalmar",1875,,11.0,,,,,Spear,575136_HST,Subnumber: Bj 116,"Iron, Wood, Textile","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Coffin grave,116,Weapons and armor Archaeological collection,800 – 1100,Viking age,575136_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Coffin grave, Grave, Mound: 116",Bj 116,"Stolpe, Hjalmar",1875,,800,1100,,,,,,1875.0
Rundsköld,578348_HST,34000.0,Undernummer: Bj 886,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,886,Historiska museet,Rundsköld - 226,https://samlingar.shm.se/object/B2BA955B-B9CB-4AA7-8EB6-03D4D0E1A48E,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,578348_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Stensättning: 886",Bj 886,"Stolpe, Hjalmar",,,13.0,,,,,Round shield,578348_HST,Subnumber: Bj 886,Iron,"Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,886,Weapons and armor Archaeological collection,800 – 1100,Viking age,578348_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Stone setting: 886",Bj 886,"Stolpe, Hjalmar",,,800,1100,,,,,,
Svärd Petersen Y,568917_HST,34000.0,Undernummer: Bj 832,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,832,Historiska museet,Svärd Petersen Y - 227,https://samlingar.shm.se/object/E0DE5B6F-2945-4AB4-BB4F-060C5F835277,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,568917_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 832",Bj 832,"Stolpe, Hjalmar",1879,,20.0,,,,,Svard Petersen Y,568917_HST,Subnumber: Bj 832,"Iron, Wood","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,832,Weapons and armor Archaeological collection,800 – 1100,Viking age,568917_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 832",Bj 832,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
vapenkniv/vapenknivslida,568920_HST,34000.0,Undernummer: Bj 832,"Järn, Cu-legering, Läder, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,832,Historiska museet,vapenkniv/vapenknivslida - 228,https://samlingar.shm.se/object/0A4836D3-1C33-44CD-BFC9-E3FD9D5A0E4E,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,568920_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 832",Bj 832,"Stolpe, Hjalmar",1879,,5.0,,,,,weapon knife/weapon knife sheath,568920_HST,Subnumber: Bj 832,"Iron, Cu alloy, Leather, Wood","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,832,Weapons and armor Archaeological collection,800 – 1100,Viking age,568920_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 832",Bj 832,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Vapenkniv,569127_HST,34000.0,Undernummer: Bj 834,"Järn, Brons, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Vapenkniv - 229,https://samlingar.shm.se/object/E2FE79D8-82FD-4543-BBB0-469B1E6BDEEE,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,569127_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",Bj 834,"Stolpe, Hjalmar",1879,,30.0,,,,,Weapon knife,569127_HST,Subnumber: Bj 834,"Iron, Bronze, Textile","Björkö, Hemlanden",L2017:1904,Adelsö parish,Hinterland,Sweden,Chamber tomb,834,Weapons and armor Archaeological collection,800 – 1100,Viking age,569127_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, Homeland, Archaeological site: L2017:1904, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber tomb, Tomb, High: 834",Bj 834,"Stolpe, Hjalmar",1879,,800,1100,,,,,,1879.0
Rundsköld,434179_HST,34000.0,Undernummer: Bj 532,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,532,Historiska museet,Rundsköld - 230,https://samlingar.shm.se/object/DEE6AA0E-F9C5-40C1-8B1E-D9144E80D0E8,Vapen och rustningar  Arkeologisk samling,2.0,800 – 1100,Vikingatid,434179_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 532",Bj 532,"Stolpe, Hjalmar",1878,,,,,,,Round shield,434179_HST,Subnumber: Bj 532,Bronze,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,532,Weapons and armor Archaeological collection,800 – 1100,Viking age,434179_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Unknown external grave condition: 532",Bj 532,"Stolpe, Hjalmar",1878,,800,1100,,,,,,1878.0
Rundsköld,555246_HST,34000.0,Undernummer: Bj 495,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,495,Historiska museet,Rundsköld - 231,https://samlingar.shm.se/object/B10CA4F8-E45F-4B14-BB85-C8A6DA46906C,Vapen och rustningar  Arkeologisk samling,1.0,800 – 1100,Vikingatid,555246_HST,"Birka, Adelsö socken",34000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,2000.0,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 495",Bj 495,"Stolpe, Hjalmar",1876,Diameter 150 mm,,,,,,Round shield,555246_HST,Subnumber: Bj 495,Iron,"Björkö, North of Borg",L2017:1478,Adelsö parish,Hinterland,Sweden,Chamber tomb,495,Weapons and armor Archaeological collection,800 – 1100,Viking age,555246_HST,"Birka, Adelsö parish",http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Place: Björkö, North of Borg, Ancient site: L2017:1478, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","Chamber grave, Grave, Flatmark grave: 495",Bj 495,"Stolpe, Hjalmar",1876,Diameter 150 mm,800,1100,,,,150.0,,1876.0
