Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Våg,976298_HST,35000.0,Fyndnummer: 31257,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1232,Historiska museet,Våg - 232,https://samlingar.shm.se/object/27E6049F-1B7F-4894-AAB4-84E5DD179785,Handel och värdemätare  Arkeologisk samling,Vikt 0.3 g  Längd 19 mm,1.0,800 – 1100,Vikingatid,976298_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1232",KML,R001232,"Birka, Adelsö socken","Ambrosiani, Björn",1991-05-28,,,,,Wave,976298_HST,Funny number: 31257,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1232,Trade and valuers Archaeological collection,Weight 0.3 g Length 19 mm,800 – 1100,Viking age,976298_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1232",KML,R001232,"Birka, Adelsö parish","Ambrosiani, Björn",1991-05-28,800,1100,,19.0,,,0.3,1991.0
Våg,976833_HST,35000.0,Fyndnummer: 33455,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1829,Historiska museet,Våg - 233,https://samlingar.shm.se/object/A7C88512-1C47-4DB2-81BB-A554BB382F0A,Handel och värdemätare  Arkeologisk samling,Vikt 1 g,1.0,800 – 1100,Vikingatid,976833_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1829",KML,R001829,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-02,,,,,Wave,976833_HST,Funny number: 33455,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1829,Trade and valuers Archaeological collection,Weight 1 g,800 – 1100,Viking age,976833_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1829",KML,R001829,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-02,800,1100,,,,,1.0,1991.0
Tråd,976436_HST,35000.0,Fyndnummer: 31731,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1376,Historiska museet,Tråd - 234,https://samlingar.shm.se/object/847A8144-159B-423A-B5AB-B5D45CD937AB,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Vikt 0.7 g,1.0,800 – 1100,Vikingatid,976436_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1376",KML,R001376,"Birka, Adelsö socken","Ambrosiani, Björn",1991-06-14,,,,,Thread,976436_HST,Funny number: 31731,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1376,Trade and valuers Crafts and implements Archaeological collection,Weight 0.7 g,800 – 1100,Viking age,976436_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1376",KML,R001376,"Birka, Adelsö parish","Ambrosiani, Björn",1991-06-14,800,1100,,,,,0.7,1991.0
Våg,977769_HST,35000.0,Fyndnummer: 38589,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2419,Historiska museet,Våg - 235,https://samlingar.shm.se/object/020584B6-7912-476B-9FE9-D96020300711,Handel och värdemätare  Arkeologisk samling,Vikt 2 g  Längd 41 mm,1.0,800 – 1100,Vikingatid,977769_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2419",KML,R002419,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-19,,,,,Wave,977769_HST,Funny number: 38589,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2419,Trade and valuers Archaeological collection,Weight 2 g Length 41 mm,800 – 1100,Viking age,977769_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2419",KML,R002419,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-19,800,1100,,41.0,,,2.0,1991.0
Råämne,978058_HST,35000.0,Fyndnummer: 49056,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1533,Historiska museet,Råämne - 236,https://samlingar.shm.se/object/AB84F4F5-EB65-4F58-801B-2A50AD83E448,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 9.25 g  Längd 19 mm  Tjocklek 5 mm,1.0,800 – 1100,Vikingatid,978058_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1533",KML,R001533,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-14,,,,,Raw material,978058_HST,Funny number: 49056,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1533,Crafts and implements Trade and valuers Archaeological collection,Weight 9.25 g Length 19 mm Thickness 5 mm,800 – 1100,Viking age,978058_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1533",KML,R001533,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-14,800,1100,,19.0,5.0,,9.25,1991.0
Barr,975626_HST,35000.0,Fyndnummer: 27127,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1165,Historiska museet,Barr - 237,https://samlingar.shm.se/object/58A3D31D-DBCD-4890-B974-0DBC80CE3878,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 3.53 g  Längd 29 mm  Bredd 4 mm,1.0,800 – 1100,Vikingatid,975626_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1165",KML,R001165,"Birka, Adelsö socken","Ambrosiani, Björn",1990-09-19,,,,,Barr,975626_HST,Funny number: 27127,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1165,Crafts and implements Trade and valuers Archaeological collection,Weight 3.53 g Length 29 mm Width 4 mm,800 – 1100,Viking age,975626_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R unit, Box: 1165",KML,R001165,"Birka, Adelsö parish","Ambrosiani, Björn",1990-09-19,800,1100,4.0,29.0,,,3.53,1990.0
klippsilver,976689_HST,35000.0,Fyndnummer: 32707,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,3001,Historiska museet,klippsilver - 238,https://samlingar.shm.se/object/31D183BF-3DF4-4FE5-9B26-CA68A6271E87,Handel och värdemätare  Arkeologisk samling,Vikt 0.3 g  Längd 18 mm,1.0,800 – 1100,Vikingatid,976689_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 3001",KML,R003001,"Birka, Adelsö socken","Ambrosiani, Björn",1991-07-04,,,,,rock silver,976689_HST,Funny number: 32707,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,3001,Trade and valuers Archaeological collection,Weight 0.3 g Length 18 mm,800 – 1100,Viking age,976689_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 3001",KML,R003001,"Birka, Adelsö parish","Ambrosiani, Björn",1991-07-04,800,1100,,18.0,,,0.3,1991.0
Våg,982620_HST,35000.0,Fyndnummer: 73590,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2922,Historiska museet,Våg - 239,https://samlingar.shm.se/object/C9524464-4AC8-415C-B550-9DEE77D73BEB,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 14 mm  Tjocklek 2 mm,1.0,800 – 1100,Vikingatid,982620_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2922",KML,R002922,"Birka, Adelsö socken","Ambrosiani, Björn",1992-08-03,,,,,Wave,982620_HST,Funny number: 73590,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2922,Trade and valuers Archaeological collection,Weight 1 g Length 14 mm Thickness 2 mm,800 – 1100,Viking age,982620_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2922",KML,R002922,"Birka, Adelsö parish","Ambrosiani, Björn",1992-08-03,800,1100,,14.0,2.0,,1.0,1992.0
Våg,985772_HST,35000.0,Fyndnummer: 42821,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,3221,Historiska museet,Våg - 240,https://samlingar.shm.se/object/6744A968-7AF7-4EF0-B468-94E74B442243,Handel och värdemätare  Arkeologisk samling,Vikt 12 g  Längd 55 mm,1.0,800 – 1100,Vikingatid,985772_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 3221",KML,R003221,"Birka, Adelsö socken","Ambrosiani, Björn",1992-08-21,,,,,Wave,985772_HST,Funny number: 42821,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,3221,Trade and valuers Archaeological collection,Weight 12 g Length 55 mm,800 – 1100,Viking age,985772_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 3221",KML,R003221,"Birka, Adelsö parish","Ambrosiani, Björn",1992-08-21,800,1100,,55.0,,,12.0,1992.0
Vikt,984817_HST,35000.0,Fyndnummer: 88913,Bly,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,Vikt - 241,https://samlingar.shm.se/object/D83F8633-32DA-4C01-8861-87D66A91D528,Handel och värdemätare  Arkeologisk samling,Vikt 0.52 g,1.0,800 – 1100,Vikingatid,984817_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,Weight,984817_HST,Funny number: 88913,Stay,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 0.52 g,800 – 1100,Viking age,984817_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,0.52,1991.0
Våg,985254_HST,35000.0,Fyndnummer: 41920,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2273,Historiska museet,Våg - 242,https://samlingar.shm.se/object/308AF904-7A87-455B-8022-3181E42A109E,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 33 mm,1.0,800 – 1100,Vikingatid,985254_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2273",KML,R002273,"Birka, Adelsö socken","Ambrosiani, Björn",1992-06-15,,,,,Wave,985254_HST,Funny number: 41920,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2273,Trade and valuers Archaeological collection,Weight 1 g Length 33 mm,800 – 1100,Viking age,985254_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2273",KML,R002273,"Birka, Adelsö parish","Ambrosiani, Björn",1992-06-15,800,1100,,33.0,,,1.0,1992.0
Tråd,974544_HST,35000.0,Fyndnummer: 21309,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1023,Historiska museet,Tråd - 243,https://samlingar.shm.se/object/1A38C1B9-4B41-4D79-9D52-613993A3110C,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 0.35 g  Tjocklek 100 mm,1.0,800 – 1100,Vikingatid,974544_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1023",KML,R001023,"Birka, Adelsö socken","Ambrosiani, Björn",1990-05-31,,,,,Thread,974544_HST,Funny number: 21309,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1023,Crafts and implements Trade and valuers Archaeological collection,Weight 0.35 g Thickness 100 mm,800 – 1100,Viking age,974544_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1023",KML,R001023,"Birka, Adelsö parish","Ambrosiani, Björn",1990-05-31,800,1100,,,100.0,,0.35,1990.0
Våg,974630_HST,35000.0,Fyndnummer: 21767,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1042,Historiska museet,Våg - 244,https://samlingar.shm.se/object/718C5E90-C514-470C-BA29-C353B2805B1F,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 25 mm  Bredd 700 mm  Tjocklek 100 mm,1.0,800 – 1100,Vikingatid,974630_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1042",KML,R001042,"Birka, Adelsö socken","Ambrosiani, Björn",1990-06-07,,,,,Wave,974630_HST,Funny number: 21767,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1042,Trade and valuers Archaeological collection,Weight 1 g Length 25 mm Width 700 mm Thickness 100 mm,800 – 1100,Viking age,974630_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1042",KML,R001042,"Birka, Adelsö parish","Ambrosiani, Björn",1990-06-07,800,1100,700.0,25.0,100.0,,1.0,1990.0
Våg,974714_HST,35000.0,Fyndnummer: 29819,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1191,Historiska museet,Våg - 245,https://samlingar.shm.se/object/42213737-203B-46FB-AAF3-5BC3FD4B2769,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 28 mm  Bredd 10 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,974714_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1191",KML,R001191,"Birka, Adelsö socken","Ambrosiani, Björn",1990-09-17,,,,,Wave,974714_HST,Funny number: 29819,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1191,Trade and valuers Archaeological collection,Weight 1 g Length 28 mm Width 10 mm Thickness 4 mm,800 – 1100,Viking age,974714_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R unit, Box: 1191",KML,R001191,"Birka, Adelsö parish","Ambrosiani, Björn",1990-09-17,800,1100,10.0,28.0,4.0,,1.0,1990.0
sfärisk vikt/kulformig vikt,975030_HST,35000.0,Fyndnummer: 22666,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1040,Historiska museet,sfärisk vikt/kulformig vikt - 246,https://samlingar.shm.se/object/061D5D24-D2DE-4DBE-B3BA-8752D41CB77E,Handel och värdemätare  Arkeologisk samling,Vikt 31.81 g  Tjocklek 17 mm  Diameter 20 mm,1.0,800 – 1100,Vikingatid,975030_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1040",KML,R001040,"Birka, Adelsö socken","Ambrosiani, Björn",1990-06-12,,,,,spherical weight/spherical weight,975030_HST,Funny number: 22666,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1040,Trade and valuers Archaeological collection,Weight 31.81 g Thickness 17 mm Diameter 20 mm,800 – 1100,Viking age,975030_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1040",KML,R001040,"Birka, Adelsö parish","Ambrosiani, Björn",1990-06-12,800,1100,,,17.0,20.0,31.81,1990.0
Cylindrisk vikt,975398_HST,35000.0,Fyndnummer: 25233,Bly,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1122,Historiska museet,Cylindrisk vikt - 247,https://samlingar.shm.se/object/11037DC5-DF63-4626-875C-FB15D708AD78,Handel och värdemätare  Arkeologisk samling,Vikt 3.4 g  Tjocklek 327 mm  Diameter 111 mm,1.0,800 – 1100,Vikingatid,975398_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1122",KML,R001122,"Birka, Adelsö socken","Ambrosiani, Björn",1990-06-26,,,,,Cylindrical weight,975398_HST,Funny number: 25233,Stay,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1122,Trade and valuers Archaeological collection,Weight 3.4 g Thickness 327 mm Diameter 111 mm,800 – 1100,Viking age,975398_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1122",KML,R001122,"Birka, Adelsö parish","Ambrosiani, Björn",1990-06-26,800,1100,,,327.0,111.0,3.4,1990.0
